,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB
44847,PB & Jam,160100,PBreezy,2024-02-07,2:18:29 PM,bar italia,Friends,Tracey Denim,,,,MERLIN - Matador,5059638408929,0
44848,PB & Jam,160100,PBreezy,2024-02-07,2:20:18 PM,Airiel,In Your Room,Winks & Kisses: Melted,,,Rock,Clairecords,0808804004428,0
44849,PB & Jam,160100,PBreezy,2024-02-07,2:29:43 PM,Fastbacks,Waste Of Time,"Answer The Phone, Dummy",,,Rock,WMG - Subpop Record Group,0098787025965,0
44850,PB & Jam,160100,PBreezy,2024-02-07,2:32:17 PM,The Magnetic Fields,I Don't Really Love You Anymore,i,,,,WMG - Nonesuch,0075597968323,0
44851,PB & Jam,160100,PBreezy,2024-02-07,2:35:07 PM,Broken Social Scene,Stars And Sons,The Invisible Original Soundtrack,,,,BELIEVE - Arts & Crafts Mexico,3610154285566,0
44852,PB & Jam,160100,PBreezy,2024-02-07,2:40:13 PM,The Quick,Teacher's Pet,Untold Rock Stories,,,Rock,MERLIN - Natural Energy Lab,0842108006252,0
44853,PB & Jam,160100,PBreezy,2024-02-07,2:43:24 PM,L7,Pretend We're Dead,Bricks Are Heavy,,,Rock,Rhino/Slash,0603497969517,0
44854,PB & Jam,160100,PBreezy,2024-02-07,2:47:17 PM,Fastbacks,Everything I Don't Need,The Question Is No,,,,WMG - Subpop Record Group,0098787014662,0
44855,PB & Jam,160100,PBreezy,2024-02-07,2:49:56 PM,Bleached,Think Of You,Carter,,,Rock,ORCHARD - Art Fag Recordings,0655035003979,0
44856,PB & Jam,160100,PBreezy,2024-02-07,2:52:35 PM,Yndling,Like Love is Real,Yndling,,,,ORCHARD - Kerry On The Cake,0196292987331,0
44857,PB & Jam,160100,PBreezy,2024-02-07,2:57:52 PM,Sleater-Kinney,One Beat,One Beat (Remastered),,,,WMG - Subpop Record Group,0098787110869,0
44858,PB & Jam,160100,PBreezy,2024-02-07,3:02:12 PM,Soda Stereo,Camaleón - Remasterizado 2007,Dynamo (Remastered),,,,SME - Columbia,5099749388420,0
44859,PB & Jam,160100,PBreezy,2024-02-07,3:06:51 PM,Siouxsie and the Banshees,Happy House,Kaleidoscope (Remastered & Expanded),,,Rock,"UMG - UMG Recordings, Inc.",00602435952642,0
44860,PB & Jam,160100,PBreezy,2024-02-07,3:10:41 PM,foxtails,"life is a death scene, princess",fawn,,,,Skeletal Lightning,0195729008939,0
44861,PB & Jam,160100,PBreezy,2024-02-07,3:15:17 PM,The Pandoras,It's About Time - 2023 Remastered Version,It's About Time (2023 Remastered Version),,,,MERLIN - Bomp! Records,0095081202122,0
44862,PB & Jam,160100,PBreezy,2024-02-07,3:17:56 PM,Deerhoof,I Will Spite Survive,I Will Spite Survive (feat. Jenn Wasner),,,Rock,Joyful Noise Recordings,0714270691539,0
44863,PB & Jam,160100,PBreezy,2024-02-07,3:21:22 PM,Cozy Throne,Gimme A Moment,Sales Pitch,,,,DISTROKID,0019807096932,0
44864,PB & Jam,160100,PBreezy,2024-02-07,3:24:40 PM,Finom,Fingerprints,OHMME,,,,MERLIN - Joyful Noise Recordings,0602309898809,0
44865,PB & Jam,160100,PBreezy,2024-02-07,3:28:26 PM,The Muffs,Baby Go Round,The Muffs,,,,WMG - Reprise,0093624525127,0
44866,PB & Jam,160100,PBreezy,2024-02-07,3:31:29 PM,Daniele Luppi,Pretty Prizes,MILANO,,,,MERLIN - 30th Century Records,0886446701349,0
44867,PB & Jam,160100,PBreezy,2024-02-07,3:34:32 PM,Pretty Girls Make Graves,Sad Girls Por Vida,Good Health,,,,,,0
44868,PB & Jam,160100,PBreezy,2024-02-07,3:37:56 PM,Wednesday,Perfect (Smashing Pumpkins),Mowing the Leaves Instead of Piling 'em Up,,,,BELIEVE - Orindal Records,3616844119111,0
44869,PB & Jam,160100,PBreezy,2024-02-07,3:41:58 PM,Sinead O'Connor,Success Has Made A Failure Of Our Home,Am I Not Your Girl,,,,MERLIN - Chrysalis Records,5054526649187,1
44870,PB & Jam,160100,PBreezy,2024-02-07,3:46:23 PM,Brian Eno,Sombre Reptiles - 2004 Digital Remaster,Another Green World,,,Electronic,UMG - EMI Marketing,00724357729154,0
44871,PB & Jam,160100,PBreezy,2024-02-07,3:48:19 PM,Gerry Gibbs & Thrasher People,We Live in Brooklyn Baby/Everybody Loves the Sunshine,Family,,,Jazz,MERLIN - Whaling City Sound,0687606013827,0
44872,PB & Jam,160100,PBreezy,2024-02-07,3:54:47 PM,Joe Chambers,Power To The People,Dance Kobina,,,Jazz,UMG - Blue Note Records,00602445983599,0
44873,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:01:18 PM,Roni Size,New Forms,New Forms,,,,Universal Music,0731453493421,0
44874,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:08:56 PM,Dumbo Gets Mad,Tahiti Hungry Jungle,Quantum Leap,,,,Bad Panda Records,0840080124971,0
44875,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:12:42 PM,The Lemon Twigs,My Golden Years,My Golden Years,,,,Captured Tracks,0817949037574,0
44876,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:15:48 PM,Warmachine,holyoke,Project,,,Rock,slaughterhouse,0198082947341,0
44877,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:23:27 PM,I Monster,Lust for a Vampyr,A Dense Swarm of Ancient Stars,,,,Twins of Evil,5024545547825,0
44878,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:27:54 PM,Tanukichan,Nothing to Lose,GIZMO,,,,MERLIN - Company Records,0677517301854,0
44879,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:30:30 PM,Sheer Mag,Silver Line,A Distant Call,,,Rock,ORCHARD - Sheer Mag LLC,0193483913520,0
44880,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:33:50 PM,Sheer Mag,Fan the Flames,"Compilation (I,II,&III)",,,Rock,WILSUN RC,0859718838418,0
44881,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:37:28 PM,Kitty,Counting All the Starfish,Rose Gold,,,,Pretty Wavvy,0194271408907,0
44882,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:42:57 PM,N0V3L,To Whom It May Concern,Novel,,,,ORCHARD - Meat Machine,0193483312774,0
44883,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:45:29 PM,Cold Beaches,Ride,Drifter,,,,Stay Hungry Records,0195266132203,0
44884,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:49:13 PM,Snõõper,Running,Music for Spies,,,,Computer Human Records,0195755129691,0
44885,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:51:35 PM,Ruth,Misty Mouse,Polaroïd/Roman/Photo,,,Electronic,Angular Recording Corporation,5051083054331,0
44886,The Excellent Playlist,166229,DJ Nemo,2024-02-07,4:56:23 PM,TOPS,Dayglow Bimbo,Dayglow Bimbo,,,Rock,Arbutus Records,0656605356051,0
44887,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:04:57 PM,Moby,Go (Radio Edit),Go (Remixes),,,,Ministry of Sound Recordings,0886447607619,1
44888,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:13:02 PM,bar italia,my little tony,my little tony,,,,MERLIN - Matador,5059638418744,0
44889,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:15:57 PM,U.S. Girls,M.A.H. - Live,Lives,,,,MERLIN - 4AD,5059638431453,0
44890,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:19:04 PM,Fireside,Let Rasputin Do It,Bcore Disc Sevens 1998-2000,,,Rock,Startracks,8411031357223,0
44891,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:27:06 PM,Terra ,Alla förlorar,Terrarism,,,Rock,Welfare Sounds & Records,7071245268176,0
44892,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:30:26 PM,Los Peyotes,Bdaaa!!!,Bdaaa!!! / El Entierro De Gatos,,,Rock,Dirty Water Records,5023903235077,0
44893,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:33:24 PM,Jockstrap,Hayley - Taylor Skye Remix,Lost My Key in the <3 Club <3,,,,MERLIN - Kaya Kaya Records,3663729080097,0
44894,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:36:33 PM,Jake Tobin,Specific People,Torment,,,,Chill Mega Chill Records,0887158713323,0
44895,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:38:56 PM,Guerilla Toss,Polly's Crystal,Flood Dosed,,,,DFA,5414939931154,0
44896,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:46:49 PM,Camera Obscura,Big Love,Big Love,,,,MERLIN - Merge Records,0673855083971,0
44897,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:49:41 PM,The Fourth Wall,Darkness Of Heart,Darkness Of Heart,,,Rock,ORCHARD - DevilDuck Records,0197190489873,0
44898,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:53:37 PM,kate kush,strange world needs fixing,Delay Tactics,,,Electronic,6404889 Records DK2,0198087029691,0
44899,The Excellent Playlist,166229,DJ Nemo,2024-02-07,5:58:14 PM,Pile,Only For A Reminder,Hot Air Balloon EP,,,Rock,MERLIN - Exploding In Sound Records,0634457147058,0
44900,WRUV Exposure,160100,PBreezy,2024-02-07,6:00:38 PM,Arlo Parks,Jasmine,Jasmine,,,,Transgressive,5400863151867,0
44901,WRUV Exposure,160100,PBreezy,2024-02-07,6:04:18 PM,Charles Lloyd,Kuti,Trios: Sacred Thread,,,Jazz,UMG - Blue Note (BLU),00602445266845,0
44902,WRUV Exposure,160100,PBreezy,2024-02-07,6:12:07 PM,Momma,Callin Me,Household Name,,,,WMG - Polyvinyl Records,0644110045799,0
44903,WRUV Exposure,160100,PBreezy,2024-02-07,6:14:56 PM,Arooj Aftab,Baghon Main,Vulture Prince,,,World,MERLIN - New Amsterdam,0798304485615,0
44904,WRUV Exposure,160100,PBreezy,2024-02-07,6:21:38 PM,Mitski,Bug Like an Angel,Bug Like an Angel,,,,Dead Oceans,0656605165097,0
44905,WRUV Exposure,160100,PBreezy,2024-02-07,6:25:08 PM,CHAI,PARA PARA,PARA PARA,,,,Subpop Record Group,0098787158564,0
44906,WRUV Exposure,160100,PBreezy,2024-02-07,6:27:55 PM,Isaiah J. Thompson,"Good Intentions (Learn our names, Say them right)",The Power of the Spirit,,,Jazz,ORCHARD - Blue Engine Records,0197187730360,0
44907,WRUV Exposure,160100,PBreezy,2024-02-07,6:37:02 PM,Royel Otis,I Wanna Dance With You,I Wanna Dance With You,,,,BELIEVE - House Anxiety / Ourness,3617054170862,0
44908,WRUV Exposure,160100,PBreezy,2024-02-07,6:39:55 PM,Real Estate,Water Underground,Water Underground,,,,MERLIN - Domino Recording Co,0887829139186,0
44909,WRUV Exposure,160100,PBreezy,2024-02-07,6:43:19 PM,The Bilz,2step Bhangra (feat. so D & Kashif),The Bilz,,,,Bilz Music,0859713175150,0
44910,WRUV Exposure,160100,PBreezy,2024-02-07,6:47:15 PM,Suki Waterhouse,Every Day's A Lesson In Humility,Every Day's A Lesson In Humility,,,,Subpop Record Group,0098787159288,0
44911,WRUV Exposure,160100,PBreezy,2024-02-07,6:50:49 PM,Kate Bollinger,You At Home,You At Home,,,,MERLIN - Ghostly International,0804297843308,0
44912,WRUV Exposure,160100,PBreezy,2024-02-07,6:53:30 PM,Yaeji,Passed Me By,Passed Me By,,,Electronic,MERLIN - XL Recordings,5059638398183,0
44913,WRUV Exposure,160100,PBreezy,2024-02-07,6:59:55 PM,Damien Jurado,Percy Faith,The Horizon Just Laughed,,,,Secretly Canadian,0656605036571,0
44914,WRUV Exposure,160100,PBreezy,2024-02-07,7:02:50 PM,Piles of Smiles,Blood Blister,Seven Pillars of Shame,,,Rock,5153435 Records DK,0197727263655,0
44915,WRUV Exposure,160100,PBreezy,2024-02-07,7:06:35 PM,Supershy,Keep It Rising,Happy Music,,,Electronic,ORCHARD - Beyond The Groove,0197189579097,0
44916,WRUV Exposure,160100,PBreezy,2024-02-07,7:09:51 PM,Eye of the High,Seismic Shift - Radio Edit,Seismic Shift - EP,,,,BELIEVE - Higher Grade,3617052001229,0
44917,WRUV Exposure,160100,PBreezy,2024-02-07,7:14:27 PM,Verboten,Wonderland,Wonderland,,,Rock,Ghost Mountain Records,0197546314835,0
44918,WRUV Exposure,160100,PBreezy,2024-02-07,7:17:24 PM,Nicola Conte,Dance Of Love And Peace (Part 1),Umoja,,,,BELIEVE - Far Out Recordings,3617220528039,0
44919,WRUV Exposure,160100,PBreezy,2024-02-07,7:21:19 PM,Art Farmer Quintet,Shabozz,Art Farmer Quintet featuring Gigi Gryce,,,Jazz,UMG - Prestige,00025218624121,0
44920,WRUV Exposure,160100,PBreezy,2024-02-07,7:26:48 PM,Mike LeDonne,Bluesit,Heavy Hitters,,,Jazz,Cellar Live,0197187047185,0
44921,WRUV Exposure,160100,PBreezy,2024-02-07,7:34:14 PM,Nick Waterhouse,(No) Commitment,(No) Commitment,,,R&B/Soul,MERLIN - Innovative Leisure,0810874026163,0
44922,WRUV Exposure,160100,PBreezy,2024-02-07,7:37:37 PM,Daniel Casimir,Lost,Lost,,,Jazz,UMG - Decca (UMO),00602445794331,0
44923,WRUV Exposure,160100,PBreezy,2024-02-07,7:43:29 PM,Tennis,Let's Make a Mistake Tonight,Let's Make a Mistake Tonight,,,Rock,Mutually Detrimental,0197187294503,0
44924,WRUV Exposure,160100,PBreezy,2024-02-07,7:47:41 PM,Harold López-Nussa,Afro en Toulouse,Timba a la Americana,,,Jazz,Blue Note Records,0602448875211,0
44925,WRUV Exposure,160100,PBreezy,2024-02-07,7:53:10 PM,Barkman,Heads Or Tails,Togetherless,,,Jazz,DISTROKID,0197714749520,0
44926,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:00:26 PM,Beck,Saw Lightning,Hyperspace,,,Rock,Capitol Records,00602577692659,1
44927,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:04:23 PM,Isla June,Keanu Reeves,Out of This World,N,,Rock,Isla June,197999114532,0
44928,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:07:06 PM,Sleater-Kinney,Say It Like You Mean It,Little Rope,N,,Rock,Loma Vista Recordings,00888072543690,0
44929,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:14:38 PM,Lipstereo,Let Me Tell You Now,Let Me Tell You Now - Single,N,,Rock,Pop Preservation Society,198088850812,0
44930,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:19:21 PM,The Drums,The Flowers,Jonny,N,,Rock,Anti/Epitaph,0045778784462,0
44931,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:22:44 PM,TV on the Radio,Careful You,Seeds,,,Rock,Harvest Records,00602537855889,0
44932,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:28:45 PM,Yeah Yeah Yeahs,Despair,Mosquito,,,Rock,Interscope,00602537332472,1
44933,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:33:28 PM,Interpol,If You Really Love Nothing,Marauder,,,Rock,Matador,744861112457,0
44934,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:43:33 PM,Protomartyr,Make Way,Formal Growth in the Desert,,,Rock,Domino Recording Co,887828052066,0
44935,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:45:28 PM,Parquet Courts,Freebird II,Wide Awake!,,,Rock,Rough Trade,191402000153,0
44936,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:49:43 PM,Post-Modern Connection,Home To You,A Welcome Change - EP,N,,Rock,Unbelievably Spectacular,197189756092,0
44937,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:53:41 PM,DIIV,Blankenship,Deceiver,,,Rock,Captured Tracks,817949016999,0
44938,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,8:56:31 PM,Real Estate,Water Underground,Daniel,,,Rock,Domino Recording Co,887828052967,0
44939,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:07:25 PM,Beach Fossils,Waterfall,Bunny,,,Rock,Bayonet Records,794094720431,0
44940,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:12:04 PM,Wild Nothing,Shallow Water,Indigo,,,Rock,Captured Tracks,817949014988,0
44941,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:15:42 PM,bdrmm,Be Careful,Be Careful - Single,,,Rock,Tugboat Records,4580789555428,0
44942,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:22:08 PM,Ride,Cold Water People,Tomorrow's Shore - EP,,,Rock,Wichita Recordings,5055036245234,0
44943,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:25:43 PM,Melody's Echo Chamber,Shirim,Bon Voyage,,,Rock,Fat Possum,192562252321,0
44944,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:30:25 PM,Destroyer,Tinseltown Swimming in Blood,ken (Deluxe Version),,,Rock,Merge Records,673855059914,0
44945,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:35:05 PM,Queen Serene,Debtcollected,Queen Serene,N,,Rock,serenitynow inc.,198027399709,0
44946,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:39:05 PM,Deerhunter,Death in Midsummer,Why Hasn't Everything Already Disappeared?,,,Rock,4AD,191400008977,0
44947,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:43:20 PM,Animal Collective,April and the Phantom,Spirit They're Gone Spirit They've Vanished / Danse Manatee,,,Rock,Domino Recording Co,0194606000264,0
44948,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:49:11 PM,Ty Segall,My Best Friend,Three Bells,,,Rock,Drag City,781484084129,0
44949,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:52:21 PM,Spiritualized,I'm Your Man,And Nothing Hurt,,,Rock,Fat Possum,192562548639,0
44950,Black Mountain Radio,65181,The Radical Sloth,2024-02-07,9:57:34 PM,Thom Yorke,Dawn Chorus,ANIMA,,,Electronic,XL Recordings,191404098776,0
44951,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:01:21 PM,Fleetwood Mac,"Dreams - Live at the Fabulous Forum, Inglewood, CA, 08/29/77","Dreams (Live at the Fabulous Forum, Inglewood, CA 08/29/77)",,,Rock,Warner Records Label,0603497833979,1
44952,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:03:01 PM,Yaeji,For Granted,For Granted,,,Electronic,MERLIN - XL Recordings,5059638398176,0
44953,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:04:14 PM,Yaeji,For Granted,With A Hammer,,,Electronic,XL Recordings,191404129173,0
44954,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:06:30 PM,Caroline Rose,Jeannie Becomes a Mom,Loner,,,Rock,New West Records,607396641734,0
44955,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:10:49 PM,Fiona Apple,On The Bound,When The Pawn...,,,Rock,Clean Slate/Epic,074646919521,0
44956,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:14:56 PM,Alice Phoebe Lou,Something Holy,Paper Castles,,,Blues,Alice Phoebe Lou,5059449057323,0
44957,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:19:41 PM,Cotton Jones,Some Strange Rain,Paranoid Cocoon,,,Rock,Suicide Squeeze Records,803238007960,0
44958,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:23:06 PM,Shelly,Natural,Shelly - Single,,,Rock,Orange Hill Records,859743128867,0
44959,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:28:29 PM,Camera Obscura,Big Love,"Look to the East, Look to the West",N,,Rock,Merge Records,673855083926,0
44960,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:34:31 PM,"Dream, Ivory","Dream, Ivory","Dream, Ivory",,,Rock,"Dream, Ivory LLC",859720137967,1
44961,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:36:05 PM,Elephant Gym,Feather (feat. Whyte),World,N,,Rock,Topshelf Records,634457164291,0
44962,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:41:39 PM,Elephant Gym,Name (feat. Seiji Kameda),World,N,,Rock,Topshelf Records,634457164291,0
44963,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:42:04 PM,Elephant Gym,Galaxy (feat. KCWO),World,N,,Rock,Topshelf Records,634457164291,0
44964,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:49:39 PM,Andrew Bird,Pulaski,Are You Serious (Deluxe Edition),,,Rock,Loma Vista,00888072393523,0
44965,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:53:27 PM,Odie Leigh,No Doubt,No Doubt - Single,N,,Rock,Mom+Pop,810090094489,0
44966,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,10:56:00 PM,Pinegrove,Need 2,Everything so Far,,,Rock,Run For Cover Records,811774023566,0
44967,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:00:47 PM,Alice Phoebe Lou,Galaxies,Paper Castles,,,Rock,Alice Phoebe Lou,5059449057323,0
44968,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:04:14 PM,Matt Maltese,Everyone Adores You (At Least I Do),Good Morning It's Now Tomorrow,,,Rock,Nettwerk Music Group,067003127653,0
44969,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:10:46 PM,Vera Sola,Bad Idea,Peacemaker,N,,Folk,City Slang,4250506848248,0
44970,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:11:03 PM,Vera Sola,Bird House,Peacemaker,N,,Folk,City Slang,4250506847340,0
44971,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:14:58 PM,Parsley Sound,Ease Yourself and Glide,Parsley Sounds,,,Rock,Mo Wax,674948015923,0
44972,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:18:23 PM,Youth Lagoon,Rabbit,Heaven Is a Junkyard,,,Rock,Fat Possum,197187454440,0
44973,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:20:12 PM,Loving,No Mast,No Mast - Single,N,,Folk,Blue Heron Music,197999686145,0
44974,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:25:32 PM,Whitney,No Woman,Light Upon the Lake,,,Rock,Secretly Canadian,656605033761,0
44975,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:29:52 PM,Men I Trust,Before Dawn,Untourable Album,,,Rock,Independent,019807361634,0
44976,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:32:44 PM,Andy Shauf,Quite Like You,The Party,,,Rock,Anti/Epitaph,0045778745609,0
44977,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:37:24 PM,Youth Lagoon,Deep Red Sea,Heaven Is a Junkyard,,,Rock,Fat Possum,197187454440,0
44978,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:45:01 PM,Sufjan Stevens & Angelo De Augustine,Back To Oz,A Beginner's Mind,,,Rock,Asthmatic Kitty,729920164974,0
44979,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:45:36 PM,Part Time,It's Alright with Me,Spell #6,,,Rock,Independent,5059950037647,0
44980,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:50:42 PM,Shirley Hurt,Problem Child,Shirley Hurt,,,Folk,Melodic under exclusive license from Telephone Explosion Records,5060168044709,0
44981,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:54:34 PM,Angel Olsen,Spring,All Mirrors,,,Rock,Jagjaguwar,656605234465,0
44982,Rapid Eye Music,169365,Dj Kat Nap,2024-02-07,11:57:42 PM,Youth Lagoon,Lux Radio Theatre,Heaven Is a Junkyard,,,Folk,Fat Possum,197187454440,0
44983,All the Crooked Saints,66720,DJ Sacramento,2024-02-08,12:00:09 AM,Kevin MacLeod,Zazie,Ferret,,,,642414 Records DK,0840094282582,0
44984,All the Crooked Saints,66720,DJ Sacramento,2024-02-08,12:02:17 AM,Queen Latifah,"Walk the Dinosaur - From ""Ice Age: Dawn of the Dinosaurs""","Walk the Dinosaur (From ""Ice Age: Dawn of the Dinosaurs"")",,,,Hollywood Records,00050087440800,1
44985,All the Crooked Saints,66720,DJ Sacramento,2024-02-08,12:05:14 AM,Koo Koo Kanga Roo,Dinosaur Stomp,Rad-Trospective,,,,Koo Koo Kanga Roo,0859711653889,0
